t,year,earth_arrivals_tons,rocket_arrivals_tons,elevator_arrivals_tons,rocket_trips,isru_production_tons,total_supply_tons,isru_share,cumulative_city_tons,capacity_tpy,N_t,C_dom,C_ag,M_dot_base,C_ind,loss_bio,loss_ind,loss_leak,net_loss,W_preempt,W_reactive,q_E_preempt,q_E_reactive
84,2057.0,63580.46116838917,18830.461168389167,44750.0,97.0,254321.84467355665,317902.3058419458,0.8,25623903.8095812,3051862.13608268,0,0.0,0.0,7.0333011615109475,0.7033301161510948,0.0,0.03516650580755477,0.0,0.03516650580755477,26932.205961355565,0.0,2083.985322017277,0.0
85,2057.0833333333335,63816.989360118634,19066.98936011863,44750.00000000001,98.0,279852.5825541329,343669.57191425154,0.8143071293607527,25942988.75638179,3358230.9906495954,0,0.0,0.0,858.9088690768579,85.8908869076858,0.0,4.294544345384294,0.0,4.294544345384294,28885.124373178525,0.0,2083.9990926812698,0.0
86,2057.1666666666665,63859.1537930644,19109.153793064404,44750.0,98.0,230851.9900585992,294711.1438516636,0.7833161211399372,26262284.525347114,2770223.880703191,0,0.0,0.0,-1631.947602086264,0.0,0.0,0.0,0.0,0.0,30967.296375174643,0.0,2084.5790956938836,0.0
87,2057.25,63901.08279539863,19151.082795398623,44750.0,98.0,255604.3311815945,319505.41397699306,0.8,26581789.939324107,3067251.974179134,0,0.0,0.0,826.4756708443145,82.64756708443146,0.0,4.132378354221577,0.0,4.132378354221577,32925.33421040484,0.0,2084.5897938881126,0.0
88,2057.3333333333335,63942.776254581215,19192.77625458122,44749.99999999999,98.0,255771.10501832483,319713.88127290603,0.8,26901503.820597015,3069253.260219898,0,0.0,0.0,6.948909863765584,0.6948909863765584,0.0,0.03474454931882795,0.0,0.03474454931882795,35006.70285406369,0.0,2085.1547579892813,0.0
89,2057.4166666666665,63984.23408275437,19234.234082754363,44750.0,98.0,255936.93633101744,319921.1704137718,0.7999999999999999,27221424.991010785,3071243.2359722094,0,0.0,0.0,6.909638028859627,0.6909638028859627,0.0,0.03454819014429816,0.0,0.03454819014429816,37087.92091920193,0.0,2085.1717360804146,0.0
90,2057.5,64025.45621648048,19275.456216480477,44750.0,98.0,256101.8248659219,320127.2810824024,0.7999999999999999,27541552.272093188,3073221.898391063,0,0.0,0.0,6.870355621019068,0.6870355621019069,0.0,0.034351778105095376,0.0,0.034351778105095376,39168.989251191175,0.0,2085.1895454090004,0.0
91,2057.5833333333335,64263.54917378639,19513.54917378639,44750.0,99.0,257054.1966951455,321317.7458689319,0.8,27862870.01796212,3084650.3603417464,0,0.0,0.0,39.68215955098276,3.9682159550982763,0.0,0.198410797754914,0.0,0.198410797754914,41244.981038254475,0.0,2085.2081934335415,0.0
92,2057.6666666666665,64304.71564761999,19554.715647619993,44750.0,99.0,282776.7690620907,347081.4847097107,0.814727323465835,28184393.59620022,3393321.228745089,0,0.0,0.0,858.7912946926275,85.87912946926275,0.0,4.293956473463141,0.0,4.293956473463141,43197.975348487125,0.0,2085.250086189735,0.0
93,2057.75,64345.64397502261,19595.643975022613,44750.0,99.0,231824.6694284796,296170.3134035022,0.7827410747701842,28506121.816075332,2781896.0331417555,0,0.0,0.0,-1697.0390435402826,0.0,0.0,0.0,0.0,0.0,45280.22951105061,0.0,2085.8539938425242,0.0
94,2057.8333333333335,64386.33418787579,19636.334187875793,44750.0,99.0,257545.33675150317,321931.67093937896,0.8,28828053.48701471,3090544.041018038,0,0.0,0.0,858.711917862558,85.8711917862558,0.0,4.293559589312794,0.0,4.293559589312794,47233.51987774203,0.0,2085.8705068300605,0.0
95,2057.9166666666665,64426.78634136358,19676.786341363575,44750.0,99.0,257707.1453654543,322133.9317068179,0.7999999999999999,29150187.41872153,3092485.7443854515,0,0.0,0.0,6.742025581297154,0.6742025581297155,0.0,0.03371012790648581,0.0,0.03371012790648581,49315.05392246612,0.0,2086.4814752177613,0.0
96,2058.0,64467.00051369291,19717.000513692907,44750.00000000001,99.0,257868.00205477164,322335.00256846455,0.8,29472522.421289995,3094416.0246572597,0,0.0,0.0,6.7023620548890905,0.670236205488909,0.0,0.03351181027444548,0.0,0.03351181027444548,51396.443360319594,0.0,2086.504379988583,0.0
97,2058.0833333333335,64706.54222809107,19956.542228091068,44750.0,100.0,258826.16891236423,323532.7111404553,0.7999999999999999,29796055.13243045,3105914.026948371,0,0.0,0.0,39.923619066359244,3.9923619066359244,0.0,0.1996180953317964,0.0,0.1996180953317964,53472.69995093009,0.0,2086.5281704171357,0.0
98,2058.1666666666665,64746.682162745186,19996.682162745183,44750.0,100.0,258986.7286509807,323733.4108137259,0.7999999999999999,30119788.543244172,3107840.7438117685,0,0.0,0.0,6.689989109019128,0.6689989109019128,0.0,0.033449945545095665,0.0,0.033449945545095665,55553.81656268807,0.0,2086.57616845358,0.0
99,2058.25,64786.58208604943,20036.58208604943,44750.0,100.0,259146.3283441977,323932.91043024714,0.8,30443721.45367442,3109755.9401303725,0,0.0,0.0,6.649987217374534,0.6649987217374534,0.0,0.033249936086872704,0.0,0.033249936086872704,57634.79138006708,0.0,2086.601800175173,0.0
100,2058.3333333333335,64826.24216715078,20076.242167150776,44750.0,100.0,259304.9686686031,324131.2108357539,0.8,30767852.664510176,3111659.6240232373,0,0.0,0.0,6.610013516891438,0.6610013516891438,0.0,0.033050067584457214,0.0,0.033050067584457214,59715.625321304746,0.0,2086.6283425468714,0.0
101,2058.4166666666665,64865.6625970083,20115.662597008297,44750.0,100.0,259462.65038803316,324328.31298504147,0.7999999999999999,31092180.977495216,3113551.804656398,0,0.0,0.0,6.570071642919599,0.6570071642919599,0.0,0.03285035821459802,0.0,0.03285035821459802,61796.31931261261,0.0,2086.6558041644143,0.0
102,2058.5,64904.84358810072,20154.843588100714,44750.0,100.0,259619.3743524028,324524.2179405035,0.8,31416705.19543572,3115432.492228834,0,0.0,0.0,6.530165182067624,0.6530165182067624,0.0,0.03265082591033815,0.0,0.03265082591033815,63876.87428830872,0.0,2086.6841937494637,0.0
103,2058.5833333333335,65145.72322787199,20395.723227871993,44750.0,101.0,260582.89291148796,325728.61613935995,0.8,31742433.81157508,3126994.7149378555,0,0.0,0.0,40.14660662854828,4.014660662854828,0.0,0.20073303314274157,0.0,0.20073303314274157,65952.24274460874,0.0,2086.713520151651,0.0
104,2058.6666666666665,65184.813091827295,20434.81309182729,44750.0,101.0,260739.25236730912,325924.0654591364,0.8,32068357.877034217,3128871.0284077097,0,0.0,0.0,6.514977325881288,0.6514977325881288,0.0,0.03257488662940647,0.0,0.03257488662940647,68032.53754150897,0.0,2086.7680637278245,0.0
105,2058.75,65223.6618938653,20473.661893865297,44750.0,101.0,286829.3646048892,352053.0264987545,0.8147334151831356,32394476.18650354,3441952.3752586707,0,0.0,0.0,870.9653679872707,87.09653679872707,0.0,4.354826839936358,0.0,4.354826839936358,69983.02269373069,0.0,2086.799335548266,0.0
106,2058.8333333333335,65262.26993254169,20512.269932541683,44750.0,101.0,235114.3627007387,300376.6326332804,0.7827318677874048,32720787.53616625,2821372.3524088645,0,0.0,0.0,-1722.5464621824697,0.0,0.0,0.0,0.0,0.0,72064.65183005769,0.0,2087.461054884821,0.0
107,2058.9166666666665,65300.63752664969,20550.637526649687,44750.00000000001,101.0,261343.3184922563,326643.956018906,0.8000861907180976,33047290.7237995,3136119.821907076,0,0.0,0.0,875.5774461875204,87.55774461875205,0.0,4.377887230937606,0.0,4.377887230937606,74014.79932874505,0.0,2087.489503267993,0.0
108,2059.0,65338.76501491897,20588.765014918976,44749.99999999999,101.0,261214.29167401828,326553.05668893724,0.7999137852898486,33373984.548874095,3134571.5000882195,0,0.0,0.0,-3.029977665626211,0.0,0.0,0.0,0.0,0.0,76096.7941771895,0.0,2088.1627483885045,0.0
109,2059.0833333333335,65376.65275571216,20626.652755712166,44749.99999999999,101.0,261985.0400964596,327361.6928521718,0.800292293865811,33700867.812652655,3143820.4811575157,0,0.0,0.0,26.954538774484536,2.695453877448454,0.0,0.13477269387242283,0.0,0.13477269387242283,78174.60272899065,0.0,2088.1931321320903,0.0
110,2059.1666666666665,65618.89816758144,20868.898167581447,44749.99999999999,102.0,288234.64333255,353853.5415001315,0.8145591594494269,34028962.30349056,3458815.7199906004,0,0.0,0.0,883.0616215986569,88.30616215986569,0.0,4.4153081079932885,0.0,4.4153081079932885,80123.873476469,0.0,2088.2445409455718,0.0
111,2059.25,65656.67795561033,20906.677955610332,44750.0,102.0,236389.2320866061,302045.9100422164,0.7826268266753433,34357245.69326861,2836670.7850392726,0,0.0,0.0,-1726.9210485971687,0.0,0.0,0.0,0.0,0.0,82206.132439866,0.0,2088.935952853388,0.0
112,2059.3333333333335,65694.21682406844,20944.21682406844,44750.0,102.0,262776.8672962737,328471.08412034216,0.7999999999999999,34685716.77738896,3153322.4075552844,0,0.0,0.0,880.8391359375247,88.08391359375247,0.0,4.404195679687628,0.0,4.404195679687628,84156.12539623941,0.0,2088.9693378006887,0.0
113,2059.4166666666665,65731.51521111932,20981.515211119313,44750.00000000001,102.0,262926.06084447727,328657.5760555966,0.8,35014374.353444554,3155112.730133727,0,0.0,0.0,6.216397841814129,0.621639784181413,0.0,0.031081989209070675,0.0,0.031081989209070675,86237.84763769011,0.0,2089.6677115766674,0.0
114,2059.5,65768.57357322481,21018.573573224818,44750.0,102.0,263074.2942928992,328842.867866124,0.7999999999999999,35343217.22131068,3156891.5315147904,0,0.0,0.0,6.176393684248129,0.6176393684248129,0.0,0.030881968421240674,0.0,0.030881968421240674,88319.442531548,0.0,2089.7078402136863,0.0
115,2059.5833333333335,65805.39238483783,21055.392384837833,44750.0,102.0,263221.5695393513,329026.9619241891,0.7999999999999999,35672244.18323487,3158658.8344722153,0,0.0,0.0,6.136468602169771,0.6136468602169771,0.0,0.03068234301084888,0.0,0.03068234301084888,90400.9111303959,0.0,2089.749022682517,0.0
116,2059.6666666666665,66048.75617866659,21298.756178666594,44749.99999999999,103.0,264195.0247146663,330243.7808933329,0.7999999999999999,36002487.9641282,3170340.2965759956,0,0.0,0.0,40.56063230479291,4.056063230479292,0.0,0.20280316152396477,0.0,0.20280316152396477,92477.08489603217,0.0,2089.7912697428587,0.0
117,2059.75,66085.45366940931,21335.45366940931,44750.0,103.0,264341.8146776372,330427.2683470465,0.7999999999999999,36332915.23247525,3172101.7761316462,0,0.0,0.0,6.1162484571201885,0.6116248457120189,0.0,0.03058124228560097,0.0,0.03058124228560097,94558.32213811955,0.0,2089.861103097271,0.0
118,2059.8333333333335,66121.91080436028,21371.910804360272,44750.0,103.0,264558.21019211813,330680.1209964784,0.8000426799013284,36663524.78649705,3174698.522305418,0,0.0,0.0,8.428421647730284,0.8428421647730284,0.0,0.04214210823865146,0.0,0.04214210823865146,96639.08357068332,0.0,2089.905555989094,0.0
119,2059.9166666666665,66158.1281322111,21408.128132211103,44750.0,103.0,291021.7710380723,357179.8991702834,0.8147764521858757,36994315.42715811,3492261.2524568676,0,0.0,0.0,883.3259391268327,88.33259391268328,0.0,4.4166296956341675,0.0,4.4166296956341675,98588.48435771697,0.0,2089.952934866906,0.0
120,2060.0,66194.106218282,21444.106218282,44750.0,103.0,238316.59938922303,304510.70560750505,0.7826214152759476,37325285.95824952,2859799.192670677,0,0.0,0.0,-1755.639785425945,0.0,0.0,0.0,0.0,0.0,104837.62029465739,4166.666666666667,2090.6849773035574,0.0
121,2060.0833333333335,66229.84564421432,21479.845644214325,44750.0,103.0,264919.3825768573,331149.2282210716,0.8,37656435.18647059,3179032.5909222877,0,0.0,0.0,887.9507537855515,88.79507537855515,0.0,4.439753768927762,0.0,4.439753768927762,110931.27086264885,8199.793498043278,2068.9129827505044,0.0
122,2060.1666666666665,66265.34700766575,21515.34700766575,44750.0,103.0,265061.38803066296,331326.7350383287,0.8,37987761.921508916,3180736.6563679557,0,0.0,0.0,5.916893908569667,0.5916893908569667,0.0,0.029584469542848362,0.0,0.029584469542848362,117135.53587601181,12364.889314498821,2047.73015335446,0.0
123,2060.25,66509.84015425881,21759.840154258814,44749.99999999999,104.0,266039.3606170352,332549.200771294,0.7999999999999999,38320311.12228021,3192472.327404422,0,0.0,0.0,40.74885776551091,4.074885776551091,0.0,0.20374428882755474,0.0,0.20374428882755474,123312.06682477526,16524.41324505779,2025.7379054179269,0.0
124,2060.3333333333335,66545.20731714004,21795.207317140048,44749.99999999999,104.0,266180.8292685601,332726.0365857001,0.8,38653037.158865914,3194169.9512227215,0,0.0,0.0,5.8945271468701925,0.5894527146870193,0.0,0.029472635734350994,0.0,0.029472635734350994,129471.23252581836,20688.81869821534,2003.6592190171723,0.0
125,2060.4166666666665,66580.33601059622,21830.336010596213,44750.00000000001,104.0,266321.3440423848,332901.680052981,0.8,38985938.838918895,3195856.128508618,0,0.0,0.0,5.854782242696577,0.5854782242696577,0.0,0.029273911213482908,0.0,0.029273911213482908,135607.66896499167,24852.88307932075,1981.4372592202035,0.0
126,2060.5,66615.22689971066,21865.226899710655,44750.00000000001,104.0,266460.90759884263,333076.1344985533,0.8,39319014.973417446,3197530.8911861116,0,0.0,0.0,5.815148185742631,0.5815148185742631,0.0,0.029075740928713182,0.0,0.029075740928713182,141721.2612743017,29016.60640016961,1959.0985539516575,0.0
127,2060.5833333333335,66649.88066421114,21899.88066421114,44750.0,104.0,266599.5226568445,333249.4033210557,0.7999999999999999,39652264.3767385,3199194.2718821345,0,0.0,0.0,5.775627416746769,0.5775627416746769,0.0,0.028878137083733872,0.0,0.028878137083733872,147811.8933226994,33179.98867219042,1936.6418309497396,0.0
128,2060.6666666666665,66684.29799816877,21934.297998168764,44750.0,104.0,266737.191992675,333421.4899908438,0.7999999999999999,39985685.86672935,3200846.3039121004,0,0.0,0.0,5.73622232627046,0.573622232627046,0.0,0.028681111631352327,0.0,0.028681111631352327,153879.44769539943,37343.029906452124,1914.0657971592234,0.0
129,2060.75,66718.4796096981,21968.479609698097,44750.0,104.0,266873.91843879235,333592.39804849046,0.7999999999999999,40319278.26477784,3202487.021265508,0,0.0,0.0,5.696935254888376,0.5696935254888377,0.0,0.028484676274441907,0.0,0.028484676274441907,159923.80567274638,41505.730113671685,1891.369138276506,0.0
130,2060.8333333333335,66963.98801124046,22213.988011240457,44750.00000000001,105.0,267855.9520449618,334819.94005620223,0.8,40654098.20483405,3214271.424539542,0,0.0,0.0,40.91806692372581,4.0918066923725815,0.0,0.20459033461862927,0.0,0.20459033461862927,165939.55816385004,45662.800259456984,1868.5505182816319,0.0
131,2060.9166666666665,66998.02451410425,22248.024514104254,44750.0,105.0,267992.098056417,334990.12257052126,0.8,40989088.32740456,3215905.1766770044,0,0.0,0.0,5.672750477300724,0.5672750477300724,0.0,0.028363752386503648,0.0,0.028363752386503648,171937.18342163117,49824.8107801971,1845.637800199705,0.0
132,2061.0,67031.82525480492,22281.825254804917,44750.00000000001,105.0,268127.3010192197,335159.1262740246,0.8,41324247.453678586,3217527.612230636,0,0.0,0.0,5.633456783444854,0.5633456783444853,0.0,0.02816728391722429,0.0,0.02816728391722429,177911.24817437498,53986.48036078123,1822.57120321316,0.0
133,2061.0833333333335,67065.3910019753,22315.3910019753,44750.0,105.0,268261.5640079012,335326.95500987646,0.8,41659574.40868846,3219138.7680948144,0,0.0,0.0,5.594291195061912,0.5594291195061912,0.0,0.027971455975309586,0.0,0.027971455975309586,183861.62826183366,58147.80901040523,1799.3785018191525,0.0
134,2061.1666666666665,67098.72253693355,22348.72253693355,44750.0,105.0,268394.8901477342,335493.61268466775,0.8,41995068.02137313,3220738.6817728104,0,0.0,0.0,5.555255826376379,0.5555255826376378,0.0,0.027776279131881916,0.0,0.027776279131881916,189788.19810596315,62308.79673794707,1776.0582681919275,0.0
135,2061.25,67131.82065339033,22381.82065339033,44750.0,105.0,295248.1700443646,362379.9906977549,0.8147474408724129,42330727.12464008,3542978.040532375,0,0.0,0.0,896.2126004362382,89.62126004362382,0.0,4.481063002181195,0.0,4.481063002181195,195557.2262496377,66335.83911482015,1752.6090502487955,0.0
136,2061.3333333333335,67164.68615715619,22414.68615715619,44750.0,105.0,241937.85719782143,309102.5433549776,0.7827106647905406,42666550.55542586,2903254.2863738574,0,0.0,0.0,-1775.9149114259092,0.0,0.0,0.0,0.0,0.0,201437.38496800154,70496.97779489392,1729.7884872179857,0.0
137,2061.4166666666665,67197.31986585261,22447.31986585261,44750.0,105.0,268928.6660702691,336125.98593612167,0.8000829371204196,43002537.15475512,3227143.9928432293,0,0.0,0.0,900.7814193714681,90.07814193714682,0.0,4.503907096857345,0.0,4.503907096857345,207158.22005891227,74522.65250050528,1706.0720858971165,0.0
138,2061.5,67443.81520489758,22693.81520489758,44749.99999999999,106.0,269635.8742127316,337079.68941762915,0.7999172975345389,43339756.23077961,3235630.4905527793,0,0.0,0.0,31.790116050249587,3.179011605024959,0.0,0.15895058025124809,0.0,0.15895058025124809,212985.85375846009,78678.34042872272,1682.9987352936075,0.0
139,2061.5833333333335,67476.29422800691,22726.294228006907,44750.00000000001,106.0,269905.17691202764,337381.47114003455,0.8,43677137.701919645,3238862.1229443317,0,0.0,0.0,10.059390746846718,1.005939074684672,0.0,0.05029695373423364,0.0,0.05029695373423364,218792.3040031228,82836.9416584083,1659.0413077545834,0.0
140,2061.6666666666665,67508.54179334806,22758.541793348064,44750.0,106.0,270034.1671733922,337542.7089667403,0.7999999999999999,44014680.410886385,3240410.0060807066,0,0.0,0.0,5.374594223524522,0.5374594223524521,0.0,0.02687297111762263,0.0,0.02687297111762263,224574.86025375378,86995.89905746991,1634.928465098106,0.0
141,2061.75,67540.55877114144,22790.558771141445,44749.99999999999,106.0,297050.92429814534,364591.4830692868,0.814750036938449,44352383.20474209,3564611.091577744,0,0.0,0.0,901.625803418217,90.1625803418217,0.0,4.508129017091089,0.0,4.508129017091089,230198.2418100693,91020.07219536907,1610.6733318493932,0.0
142,2061.8333333333335,67572.34604209996,22822.34604209996,44750.0,106.0,243400.6949548202,310973.0409969202,0.782706739383337,44690244.934952594,2920808.3394578425,0,0.0,0.0,-1787.28140241222,0.0,0.0,0.0,0.0,0.0,235932.7944557416,95179.15385601946,1587.0691658231387,0.0
143,2061.9166666666665,67603.90449715014,22853.90449715014,44750.0,106.0,270415.6179886005,338019.52248575067,0.7999999999999999,45028264.45743834,3244987.415863206,0,0.0,0.0,901.5493829610156,90.15493829610156,0.0,4.507746914805082,0.0,4.507746914805082,241507.09549221655,99202.65651908731,1562.5278434571335,0.0
144,2062.0,67635.23503715546,22885.235037155464,44750.0,106.0,270540.94014862186,338176.1751857773,0.8,45366440.63262412,3246491.2817834625,0,0.0,0.0,5.2217566675545335,0.5221756667554533,0.0,0.026108783337772692,0.0,0.026108783337772692,247191.50154520982,103360.27303421058,1538.6482411177585,0.0
145,2062.0833333333335,67666.33857264054,22916.338572640536,44750.0,106.0,271166.8431559373,338833.1817285779,0.8002960093003978,45704772.32548732,3254002.117871248,0,0.0,0.0,21.900218093352546,2.1900218093352546,0.0,0.10950109046676283,0.0,0.10950109046676283,252848.10723140772,107515.04131207707,1513.8233440406764,0.0
146,2062.1666666666665,67913.69919355238,23163.699193552384,44750.0,107.0,298334.3559734344,366248.0551669868,0.814569119929967,46044340.82145509,3580012.271681213,0,0.0,0.0,913.8291146136296,91.38291146136297,0.0,4.569145573068153,0.0,4.569145573068153,258345.49567918686,111535.67402477568,1488.866823907166,0.0
147,2062.25,67944.64066145543,23194.640661455433,44749.99999999999,107.0,244597.5145812216,312542.155242677,0.7826064755690348,46384064.02476236,2935170.1749746595,0,0.0,0.0,-1790.1966641436584,0.0,0.0,0.0,0.0,0.0,263955.2063080064,115693.04605194028,1464.5727534594735,0.0
148,2062.3333333333335,67975.35579640928,23225.35579640927,44750.00000000001,107.0,271901.42318563705,339876.7789820463,0.8,46723940.803744406,3262817.078227645,0,0.0,0.0,911.1541246456424,91.11541246456424,0.0,4.5557706232282165,0.0,4.5557706232282165,269402.50111129606,119713.3985127391,1439.297522512172,0.0
149,2062.4166666666665,68005.84555381446,23255.84555381446,44750.0,107.0,272023.3822152578,340029.2277690723,0.7999999999999999,47063970.031513475,3264280.5865830937,0,0.0,0.0,5.081626234199697,0.5081626234199698,0.0,0.02540813117099851,0.0,0.02540813117099851,274960.66390774096,123869.32681892792,1414.7085821392723,0.0
150,2062.5,68036.1108974749,23286.11089747489,44750.0,107.0,272144.4435898995,340180.5544873744,0.8,47404150.58600085,3265733.3230787944,0,0.0,0.0,5.0442239434031455,0.5044223943403146,0.0,0.02522111971701575,0.0,0.02522111971701575,280492.79225643043,128024.91440810151,1389.131704273204,0.0
151,2062.5833333333335,68066.15279933442,23316.152799334424,44749.99999999999,107.0,272264.6111973376,340330.76399667206,0.7999999999999999,47744481.34999753,3267175.3343680515,0,0.0,0.0,5.00698364325605,0.500698364325605,0.0,0.02503491821628027,0.0,0.02503491821628027,285998.73228205665,132180.16128435437,1363.398805860696,0.0
152,2062.6666666666665,68095.97223921772,23345.972239217717,44750.00000000001,107.0,272383.8889568709,340479.8611960886,0.8,48084961.21119361,3268606.6674824506,0,0.0,0.0,4.969906647218158,0.49699066472181586,0.0,0.024849533236090814,0.0,0.024849533236090814,291478.3281582732,136335.06745158357,1337.5079232371309,0.0
153,2062.75,68125.57020457365,23375.570204573647,44750.00000000001,107.0,272502.28081829456,340627.8510228682,0.8,48425589.06221648,3270027.369819535,0,0.0,0.0,4.932994225985992,0.49329942259859916,0.0,0.02466497112992998,0.0,0.02466497112992998,296931.42207073444,140489.63291349538,1311.4570556083447,0.0
154,2062.8333333333335,68373.68551910052,23623.685519100516,44750.0,108.0,273494.74207640206,341868.4275955026,0.8,48767457.48981198,3281936.904916825,0,0.0,0.0,41.35255242114654,4.1352552421146545,0.0,0.2067627621057329,0.0,0.2067627621057329,302352.3857334747,144638.38922788942,1285.2441641092905,0.0
155,2062.9166666666665,68403.11603171911,23653.116031719113,44749.99999999999,108.0,273612.4641268764,342015.58015859546,0.8,49109473.06997058,3283349.569522517,0,0.0,0.0,4.905085436429363,0.4905085436429363,0.0,0.024525427182146835,0.0,0.024525427182146835,307752.022606879,148792.2669326383,1258.902001697599,0.0
156,2063.0,68432.32603360216,23682.326033602163,44750.0,108.0,300985.88137368194,369418.2074072841,0.8147564882795411,49451634.70013859,3611830.576484184,0,0.0,0.0,913.4209082896219,91.3420908289622,0.0,4.567104541448114,0.0,4.567104541448114,312988.38896486146,152809.5211074838,1232.3588294430833,0.0
157,2063.0833333333335,68461.31654966646,23711.31654966646,44750.0,108.0,246588.6889593925,315050.00550905894,0.7826969834866486,49793941.28288692,2959064.26751271,0,0.0,0.0,-1812.273396607506,0.0,0.0,0.0,0.0,0.0,318335.49978858844,156963.4536473915,1206.5265228073597,0.0
158,2063.1666666666665,68490.08861126762,23740.088611267616,44750.00000000001,108.0,273960.3544450705,342450.4430563381,0.8,50136391.72594326,3287524.253340846,0,0.0,0.0,913.3479182426391,91.33479182426392,0.0,4.5667395912132,0.0,4.5667395912132,323518.2759209654,160980.0378385178,1179.6396117623988,0.0
159,2063.25,68518.6432559577,23768.64325595769,44750.00000000001,108.0,274074.5730238308,342593.21627978847,0.8,50478984.94222305,3288894.8762859693,0,0.0,0.0,4.759107448344973,0.4759107448344973,0.0,0.023795537241724885,0.0,0.023795537241724885,328810.74418596615,165132.575635914,1153.4753207780038,0.0
